ID,Timestamp,Contact Method(s),Type progress note here:,Staff Person(s),Primary Issue Area,What organization are you referring this client to?,Ref person,Date of Interaction (mm/dd/yy),Any of the below outcomes achieved?,Date of Outcome (mm/dd/yy),"Based on client's Contact Info and Method, Issue Area, and Staff",Was this client referred to us FROM somewhere else?,IA: Reason for Coming to CSC,IA: Background Information,IA: Strengths,IA: Needs,Short Term Goals,Short Term Goal Timeline,Long Term Goals,Long Term Goal Timeline,ISP: What will you do?,ISP: What will the client do?,Internal Notes,CAPnote,CAPatt,Gross Income,Legal Rent,Type of Subsidy,Effective Rent,Income Period,Internal Notes (previous) + Contracts,cm-actID,dummy1,dummy2,dummy3,dummy4
489,5/15/2011 22:31,,"Client visited our website in search of affordable housing, and was directed to our list of websites which is mainly composed of government-subsidized developments.",,AH,,,,,,,,,,,,,,,,,,Crazily busy right now.,FALSE,FALSE,,,,,,,,,,,
490,5/16/2011 12:07,Person,"AH: A, L, and a few ads; message taken for Steve, she was aware that Steve has ""his hand in a few pies"".  DW told her that her best chances are with the sites on the list.",Daniel,AH,,,,,,NEW,Carmine at Block Drugstore,,,,,,,,,,,suicidal: claimed has considered slitting her wrists,FALSE,FALSE,,,,,,,1,,,,
491,5/16/2011 15:32,"Phone, Email",,John,"DB, C, ED, AH",,,5/11/2011 0:00,Legal issues related to housing resolved,5/11/2011 0:00,NEW,No,"Ms Hyre is a middle-aged, single rent-stabilized tenant who receives SSDI and Medicaid.  She contacted us by e-mail and phone seeking counseling in two matters -- the role of a judge in a landlord-tenant cases and the applicability of DRIE in Westchester",,,,"Ms Hyre's short-term goal is find affordable housing in Westchester, where she plans to relocate.",,"Ms Hyre's long-term term goal is to find safe, sanitary, and affordable housing in Westchester.",,Ms Hyre declared she was confused and discouraged by her recent day in landlord-court with her landlord regarding her allegations that insufficient measures had been taken to rid her apartment of bedbugs.  She said the judge dismissed her case without pre,,,FALSE,FALSE,,,,,,Cap 6/29/11 in-note-outc & prob att 7/15/11,2,,,,
492,5/16/2011 16:02,Phone,,John,C,,,5/5/2011 0:00,,,NEW,Mendez,"Ms Marshall is a middle-aged mother of two who is employed part-time.  She resides in public housing.  She said her and her family's life took a horrifying turn last year.  She was an eye witness to a murder -- her boyfriend, in self-defense during an alt",,,,"Ms Marshall's short-term goal is obtain police reports, which she can use to bolster her case for an immediate transfer.",,Ms Marshall's long-term goal is to relocate her family to a public housing development where they can all feel safe.,,"I told Ms Marshall that based on what she described to me she was being menaced or harrassment and that there was no basis for her PSA to refuse to allow her to file a report.  I then presented Ms Marshall with several solutions.   One, she should contact",,,FALSE,FALSE,,,,,,,2,,,,
493,9/7/2010 0:00,,,,"AH, R",Unspecified,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
493,2/23/2011 0:00,,(ATT),Christian,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
493,2/25/2011 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
493,5/16/2011 16:07,Person,,Christian,ED,,,2/16/2011 0:00,,,NEW,,"Ms. Santana is a single mother of three, become disable while working, presently live with her older daughter, whom have a child ( single mother, too ), she need to recertify her section 8 voucher.",,,,"Get that Ms. Santana, bring us all needed documents in order to completed the section 8 recertification  pkge. like, award letter from S.S., letter of her daughter Karina job, copies of the last rent, electrical bills, last bank statement, etc.",,"Get her section 8 be renewal, in order to keep then in their afforable apartment.",,"We completed all forms needed for the section 8 recertification, make all necessary copies, sign the recertification pkge. and give to Ms. Santana to mail or take to section 8 office, as soon as possible.",,,FALSE,FALSE,,,,,,HPD CCC 3-6 2011 - C counted; cap 6/30/11,1,,,,
493,5/16/2011 16:11,,Ms. Santana inform us that the Section 8 application has been approved it as march 2011.,,ED,,,5/6/2011 0:00,Eu,3/22/2011 0:00,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,cap 6/30/11 prob incl att,,,,,
493,9/19/2011 16:48,Person,"Eridania called 5 days before her recertification was due, and came 1 day before. She had never filled it out on her own before, I said, ""you will today."" And she did it within about 4 hours, almost completely. The only questions she had were about the conflicting page numbering systems within the package, but aside from that, she was quite independent. She has to get a few more documents from home, but she will be ready to take the package in person tomorrow.",Daniel,ED,,,,E2,11/30/2011 0:00,NEW,,,,,,,,,,,,,TRUE,TRUE,921,725.84,Sec8,276.3,mo,,1,,,,
493,2/8/2012 0:00,,"Call  client to check section 8 status, pending of approval, told her to call 311 to find wait still pending, and lets know the status.",Christian,ED,,,2/14/2012 17:15,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
493,9/26/2012 0:00,Person,Today we start completed the forms for the section 8 recertification and giving instruction to the client for pending documents in order to completed and mail the recertification packge.,Christian,ED,,,10/10/2012 16:15,,,NEW,,"This is a disable senior, who live in this community for the last 15 years, has living with her a daughter and a gran-daughter, very low income family, and needed help to completed the Section 8 Recertification in order to keeping living in a low income apartment.",,,,"Get them completed this Recertification  packge by bringing documents like an Award letter from Social Security, last phone bill, last Con Edison bill, bank statement, went we got all this together we will make copies, sign the documents for the Recertification, and they will mail then or bringing in person to the Office.",,Get the Section 8 approval in order to maintain this people living in an afforable apartment.,,"We start filling the forms for the section 8 recertification, and giving instructions to the client for pending documents in order to completed the application and giving to then to be mail.",,,TRUE,FALSE,11052,,Sec8,,yr,,1,,,,
493,10/2/2012 0:00,,"Client completed documentation for the Section 8 recertification, we make copies and give her the original to mail it.",,ED,,,10/10/2012 18:19,E2,12/3/2012 0:00,CONT,,,,,,,,,,,,,TRUE,TRUE,,,Sec8,,,,,,,,
494,5/20/2011 12:51,,"Client visited our website in search of affordable housing, and was directed to our list of websites which is mainly composed of government-subsidized developments.",,AH,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
495,5/21/2011 16:14,,"Client visited our website in search of affordable housing, and was directed to our list of websites which is mainly composed of government-subsidized developments.",,AH,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
496,5/23/2011 10:40,"Person, Email","Ms Kirstenbaum replied to my e-mail, thanking me for the information I provided.  She said it contained all the information she needed to know about the minimum increases and where she stands with her landlord.",John,C,,,5/19/2011 0:00,Legal issues related to housing resolved,5/20/2011 0:00,NEW,No,Ms Kestenbaum is a working senior citizen who lives in a rent-regulated unit that is affected by a court ruling reinstating the Rent Guidelines Board's minimum percentage and dollar increases.   She wanted more information about past minimum increases --,,,,Ms Kestenbaum's short-term goal is to become fully informed about past minimum increases so that she can determine whether or not her landlord can demand that she pay them as back rent.,,Ms Kestenbaum's long term goal is to preserve her rent-stabilized tenancy.,,"I sent Ms Kirstenbaum a detailed e-mail explaining past minimum increases -- their dollar and percentage amounts, the periods they apply to, and whether or not they apply to her tenancy.",,,FALSE,FALSE,,,,,,HPD CCC 3-6 2011 - C counted,1,,,,
497,5/26/2011 10:55,Person,"After providing some apps, Melody asked what else she could do.  CV referred to Michelle Berger at Mendez; they called number given and was told noone had heard of Melody.  If/when we see her next, we should remind her that they tried that number to no av",Christian,"AH, R",,,,,,NEW,,,,,,,,,,,,Bipolar?,FALSE,FALSE,,,,,,,1,,,,
497,8/17/2011 14:12,,"Wanted help applying for subsidies, and finding housing. Christian was out. Usett should be able to handle her, being a client with mental health issues and a senior.",,R,US-ph,,,,,DROP,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
497,10/18/2011 0:00,,Wanted help filling out applications.,,R,US-ph,,10/19/2011 11:38,,,DROP,,,,,,,,,,,,"New number, see joint.mdb.",FALSE,FALSE,,,,,,,,,,,
498,5/27/2011 12:38,Email,"She called Cooper Square for tenant advice for a senior citizen in her building, but lives on 18th St.  Her building is owned by the Cromans, so I referred her to GOLES who has most recently done Croman tenant organizing.",Daniel,R,GOLES,Wasim,,,,NEW,"Previously, Croman Coalition. In 2011, Georgina's RGB Petitioning.",,,,,,,,,,,"BK says she was a nutjob when part of the Coalition, years ago.",FALSE,FALSE,,,,,,,3,,,,
499,5/27/2011 12:39,"Person, Phone",,John,C,,,5/26/2011 0:00,,,NEW,Gov agency,"Mr Campuzano is the life partner of Miguel Natal, the tenant of record.  They have lived together in the rent-stabilized apartment for 25 years.  Two months ago they received from their landlord a Notice of Non-Renewal of Lease, Termination of Tenancy, an",,,,Mr. Campuzano and Mr. Natal would like to know how to respond to the landlord's notice.,,Mr. Campuzano and Mr. Natal would like to preserve their rent-stabilized tenancy.,,Mr.  Campuzano came in and meet with him.  I included Mr. Natal in the consultation by speaker phone.  I explained to them that they have only 30 days left to respond to the landlord's request in his notice that Mr. Natal as the tenant of record notify th,,,FALSE,FALSE,,,,,,,1,,,,
500,5/31/2011 18:22,,,,"C, AH",,,,,,,CC: Mendez,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
501,6/1/2011 0:00,Person,,Brandon,C or HS,,,,,,,Food Co-op,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
501,7/11/2011 16:05,,Client came in seeking advice regarding a potential buy-out offer.,,CN,,,,,5/10/2011 0:00,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
502,6/1/2011 0:00,Person,,Brandon,C,,,,,,,Person,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
502,7/11/2011 15:33,,Client's questions were answered.  She is not in a place to pursue a rent-overcharge claim due to her building's 421-A.,,CN,,,,,5/31/2011 0:00,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
503,6/2/2011 14:32,,"1982 - coop, harassment in 80s by mgmt/owners
no lease at 2000-07
2009 - daughter went to HPD, should have registered, forced lease, she got it.  expires soon,
2011- daughter to get on lease
Eva won't leave for >3 yrs",Daniel,C,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
504,6/3/2011 0:00,Person,"AH: 77, 38, 85, L",Daniel,AH,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
505,6/3/2011 0:00,Person,"AH: 77, 38, 85, L, A, CTA shelter/SRO sheet, sent A to MHA",Daniel,AH,"CTA, MHA",,,,,,friend,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
506,6/6/2011 0:00,,,Brandon,C,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
506,7/11/2011 17:31,,"Client had questions regarding housing court, tenant harassment, and the tenants blacklist.",,EP,,,,,5/9/2011 0:00,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
506,9/28/2011 18:23,,Client was approached my his LL.  There is a pend court case and the client wanted advice on weather or not to speak to the LL at this point.  I advised him to have ask the LL to his attorney.,,EP,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
507,1/12/2011 0:00,,(ATT),,EE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,NYC210,,,,,,,,
507,2/2/2011 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
507,3/9/2011 0:00,,"ATTENDANCE, For Tuffy",Christian,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
507,5/31/2011 14:57,,"Mr.Santiago bring  a letter from Landlord regarding rent increase, explain that because he has section 8, they take over the increase, that as soon as he receive the rent increase lease, that bringing to us to mail to copy to section 8.",,ED,,,5/31/2011 0:00,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,HPD CCC 3-6 2011 - C counted,,,,,
507,6/6/2011 12:28,,"Mr. Santiago, needed completed his Section 8 recertification pkge., ask him to bring a Social Security Award letter, last bank statement, electrical and gas bill and telephone bill, in order to completed the recertification.",,ED,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,HPD CCC 3-6 2011 - C counted,,,,,
507,6/6/2011 13:09,,"Mr. Santiago brough pending documents, secction 8 recertification completed and giving to customer to sign, make copies and giving the original to customer to mail.",,ED,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
507,3/26/2012 15:28,,"Mr. Santiago needed help to completed School Credit Tax 2011, done, sign, make copy and giving to him to mail it.",,EI,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
507,6/6/2012 15:13,,"This needed help to completed Section recertification forms, done, pending for the bank and Con Edison bill to finish, he needed to sign and then mail ot take to the section 8 office.",,ED,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,795,,Sec8,,mo,,,,,,
507,6/7/2012 13:48,,"Mr. Santiago needed help to completed section 8 recertification pkge., request award letter, Con Edison last bill adn last bank statement, to completed the application, to giving to the client to mail it.",,ED,,,,E1,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
507,10/17/2012 17:42,,"Mr. Santiago needed help to get the toilet fix, we call the mgm.  Co, and get the toilet repair in an emergency( done today, day ).",,CR,,,,Repairs completed,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
508,6/6/2011 22:27,,"Client visited our website in search of affordable housing, and was directed to our list of websites which is mainly composed of government-subsidized developments.",,AH,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
509,6/7/2011 0:00,Person,"AH: S, A",Daniel,AH,CTA,,,,,,JASA,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
510,6/8/2011 15:36,Person,I had a initial consultation with the client and have not heard from him since.  I suspect  he will be involved in the organizing that seems to be coming together at large in the building.,Brandon,C,,,5/10/2011 0:00,,,NEW,,The client is a self-starter who is agitated by the his LL handling of repairs in his building due to a fire.  He lives with 2 roommates and Andy seems to be the most assertive of the 3.,,,,Help him get the outstanding repairs tended to.,,Help him get the outstanding repairs tended to and get client more involved with the work of CSC (as he seems to be a community leader type).,,"Work with the client to draft a letter to the LL, log 311 complaints, and potentially bring an HP Action against the LL if necessary.",,,FALSE,FALSE,,,,,,,1,,,,
511,6/13/2011 0:00,Person,,Christian,"EE, HS",,,,,,,FOI,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
511,7/27/2011 11:33,,"Assurance Wireless lost info for 2nd time. He called today, they will resubmit, said to check back Friday.
Got training for job, but no $ for transportation. I had him call and they would not pay for it. So I gave him $10 from CSC to buy a starter until S",,EE,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
511,7/28/2011 12:44,,Decided not to take job he went to orientation for -- would cost him money. I gave him CTA sheet on Job Searching. He called various organizations. Senior Employment of HRA (?) will call back here to CSC re him.,,"R, EE",,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
511,9/28/2011 12:59,Person,"FS was $199, now $75 b/c LL won't give proof of Henry's tenancy. Treats like a hotel. I will ask BK how to get proof.",Daniel,EI,,,,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
511,6/21/2012 14:02,,"LL not efficiently exterminating. We suggested he send a certified letter requesting better extermination, and then an HP action if that does not yield results.
Also gave him Senior referral sheet, is looking for a new job.",,"R, CR",,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
512,6/14/2011 11:38,,"Client visited our website in search of affordable housing, and was directed to our list of websites which is mainly composed of government-subsidized developments.",,AH,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
513,6/15/2011 0:00,Person,,Brandon,HS,,,,,,,NYU OCHO,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
513,7/11/2011 16:02,,"Client had questions about her obligation to assist with the showing of apartment.  The market rate lease she has signed seem to obligate her to this.  Her property management is insisting she is obligated to assist in the process.

We advised her to lo",,CN,,,,,5/1/2011 0:00,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
514,6/15/2011 0:00,Person,AH: L,Daniel,AH,,,,,,,Person,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
515,6/15/2011 11:52,,"Client visited our website in search of affordable housing, and was directed to our list of websites which is mainly composed of government-subsidized developments.",,AH,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
516,4/18/2011 17:28,Person,,John,C,,,4/1/2011 0:00,Legal issues related to housing resolved,4/1/2011 0:00,NEW,,"Ms Miller is a senior citizen who has been in her rent-stabilized unit for 30 years.  She came in because she was concerned out a Demand, pursuant to Section 27-2075 of the New York City Housing Maintenance Code, that she received recently received from h",,,,Ms Miller's short-term goal is to acquire a better understanding of the purpose of the Demand.,,Ms Miller's short-term goal is to acquire a better understanding of the purpose of the Demand.,,"I explained to Ms Miller that the Demand she received is allowed under the New York City Administrative Code.  This local ordinance authorizes a landlord ""at any time"" to demand a tenant to complete a sworn statement listing the names and relationships of",,,FALSE,FALSE,,,,,,cap 6/30/11 prob incl att,1,,,,
516,6/17/2011 10:26,"Phone, Email","My research revealed that the only way for Ms Miller to determine if her current rent is correct is to contact DHCR for a rent history.   There is no independent method of making this determination because the increases for rent-controlled apartments, unl",John,C,,,6/16/2011 0:00,Legal issues related to housing resolved,6/15/2011 0:00,NEW,,Ms Miller is a retiree who has occupied a rent-controlled unit for many years.  She contacted us not too long ago for assistance in responding to her landlord's demand for a sworn statement listing the names and relationship of all occupants residing in h,,,,"Ms Miller believes her rent is too high.  In this case in fact the case, she would like to correct the situation, so that she will have more of her retirement income to spend on other necessities.",,Ms Miller's long-term goal is to preserve her rent-controlled tenancy.,,"Ms Miller provided us with a printout from DHCR, the state agency that regulates rent-controlled units.  The document contained apartment registration information.  I agreed to do research to figure out how to determine the accuracy of her present rent.",,,FALSE,FALSE,,,,,,cap 6/30/11 prob incl att,2,,,,
517,6/17/2011 11:09,,"Client visited our website in search of affordable housing, and was directed to our list of websites which is mainly composed of government-subsidized developments.",,AH,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
518,6/17/2011 12:45,"Person, Email","On June 13, I sent Mr.  Jones an e-mail with two important piece of information.  First, a link to our Web site, which has a letter from me to another rent-stabilized tenant in Mr. Jones' same situation.  The letter explains in great detail the minimum in",John,C,,,6/13/2011 0:00,Legal issues related to housing resolved,6/17/2011 0:00,NEW,No,Mr.  Jones is a retiree who is a long-time occupant of a rent-stabilized unit.  He recently received a letter from his landlord notifying him of several hundreds of dollars in retroactive rent arrears as a result of a ruling in late April of this year by,,,,"Mr. Jones' immediate goal is to understand the basis for his landlord's notice about new rent charges, which are a hardship for me.",,"As an income-limited retiree, Mr. Jones wants to preserve his rent-regulated tenancy.",,My plan to help Mr.  Jones better understand the minimum increases and to help find out whether or not they are legitimate.,,,FALSE,FALSE,,,,,,,1,,,,
519,6/17/2011 12:57,Email,"Ms Falzoi contacted us because as a result of problems involving her DRIE benefit she has been unable to pay her rent in full on time and has fallen behind in her rent.  The landlord has charged her late fees, which she cannot afford to pay, and refuses t",John,R,LA,,6/14/2011 0:00,Legal issues related to housing resolved,7/14/2011 0:00,NEW,Tia Link,,,,,,,,,,,,FALSE,FALSE,,,,,,,3,,,,
520,4/22/2011 0:00,,"4/15, 4/22 ? Reina Jordan – 141 Second Avenue, Apt. 18 ? is a 93-year-old rent-controlled tenant who has been living in her unit since 1967.  She came in for help reviewing a DHCR Order granting an MCI rent increase and a DHCR notice of a fuel cost adjustment.  After reviewing the documents, I explained them to her and confirmed the accuracy of her new rent.  I also suggested she apply for SCRIE.  Since she met all the eligibility requirements, I made an appointment for her to come back so that I could complete a SCRIE application for her.  When she returned, she did not have all the documents I needed and I made another appointment for her.",John,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
520,6/17/2011 13:04,Person,"After a brief hospitalization and two months after her last visit, Ms Jordan came for assistance to fill out an application for SCRIE.  However, just like last time, and even though I gave her a list in Spanish of all the documentations that have to be attached to her SCRIE application, she came in without all the necessary paperwork.  I explained to her what I needed from her and gave her another list in Spanish.  Since she is 93-years-old and lives on the last floor a walk-up, and it is getting very hot, I wanted to do whatever I could to save her time and energy.  I gave her a manila envelope with pre-paid postage to mail the documents to me.",John,ED,,,6/16/2011 0:00,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,HPD CCC 3-6 2011 - C counted,1,,,,
521,6/21/2011 0:00,Person,,John,C,,,,,,,CSC?,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
521,6/29/2011 12:28,Person,,John,C --- General Tenant Rights Counseling,,,6/21/2011 0:00,,,NEW,,"Ms Crane, an older adult who has lived in the same rent-stabilized apartment for over 30 years,  showed up, unexpectedly, at our office in a very agitated state.  She angrily said that now that she has turned 62, her landlord has begun to attempt to get h",,,,"Ms Crane's short-term is to determine how much back rent she actually owes and pay up what she owes, thereby avoiding housing court.",,Ms Crane's long-term goal is to preserve her rent-stabilized tenancy.,,"I made an appointment for Ms Crane to come back to see me with the cancelled checks that prove she owes nothing to the landlord.  (She kept changing her story.  One minute, the landlord was trumping up the arrearages; the next, she didn't owe the entire a",,,FALSE,FALSE,,,,,,,1,,,,
521,6/29/2011 13:18,,"Ms Crane came in with stacks of bank statements dating back 10 years.  However, she didn't bring the recent cancelled checks she said substantiated that the landlord received her payment of most of the back rent she supposedly owes.  In addition, she said",,,,,6/27/2011 0:00,Conflict resolved with landlord or other tenant,6/27/2011 0:00,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
521,6/29/2011 13:21,,"Since the comptroller of the property manager for Ms Crane's building did not return my call, I tried to reach her.  I spoke with Ms Phe's college, Richard Figueroa, who told me that he and Ms Crane had spoken.  They agreed that he would go to her house a",,,,,6/28/2011 0:00,Legal issues related to housing resolved,6/28/2011 0:00,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
521,6/30/2011 9:52,,"Ms Crane e-mailed me to say that even though she paid up all her arrears by bank check, she has yet to receive a letter from the property management company's attorney notifying her of the cancellation of nonpayment proceeding against her.  I spoke with Richard of Nesor Associates, the property management company.  He reassured me that Ms Crane no legal action will be taken any longer against Mr Crane and that she would be receiving a letter from their attorney any day now.  In addition, he said he would be returning marked as ""VOID"" the personal check Ms Crane mailed to them earlier this week in payment of her rent arrears.  I emailed this information to Ms Crane and left a message on her home phone voice mail.",,EP,,,6/30/2011 0:00,Legal issues related to housing resolved,6/30/2011 0:00,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
522,6/21/2011 11:45,,"Client visited our website in search of affordable housing, and was directed to our list of websites which is mainly composed of government-subsidized developments.",,AH,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
523,6/21/2011 14:01,,"Client visited our website in search of affordable housing, and was directed to our list of websites which is mainly composed of government-subsidized developments.",,AH,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
524,6/22/2011 15:20,,"Client visited our website in search of affordable housing, and was directed to our list of websites which is mainly composed of government-subsidized developments.",,AH,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
525,6/23/2011 0:00,Person,,Brandon,C,,,,,,,Neighbors,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
525,7/8/2011 18:37,,"Tenant came in concerned by what her prop manager told her about her right to succeed her husband in their apt.

The tenant is rent stabilized... hence we gave her copies of the DHCR succession rights fact sheet.",,CN,,,6/23/2011 0:00,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
526,11/1/2010 0:00,,(ATT),Christian,E,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
526,6/23/2011 18:17,Person,,Christian,ED,,,6/23/2011 0:00,,,NEW,,"Ms. Lara are resident of the Cooper Square Urban renew for more than 25 years,  is active member in the community, work as a kitchen helper in the  school, were she start has a volunteer , and she came here to get help to completed her section 8 recertifi",,,,"Get Ms Lara bring  needed document in order to completed this recertification, like stup payment from  work, last rent, electrical bill and the last bank statement, as soon is possible.",,"Get the section 8 recertification approved it, in order that Ms. Lara retain her low rent payment apartment where she live.",,"Today , we start fill out the forms for the section 8, pending for the requesting document in order to completed and mail to Section 8 office.",,,FALSE,FALSE,,,,,,T1-03,1,,,,
526,5/29/2012 17:10,Person,"Today we completed some of the section 8 recertification pkge., pending the Job and Bank completed forms.",Christian,ED,,,,,,NEW,,"Ms. Lara long time member of this community, presently work for the Dept. of Education as a kitchen helper,  needed help to fill out a section 8 recertification pkge.",,,,"Completed the recertification , she needs to bring to this office a form completed by her Job and her Bank last statement.",,Get the section 8 to be approved it by then in order to keep her apartment afforable.,,"Today we completed almost all the form from the section 8 packge, , pending some more documents to finish the recertification to be mail.",,,TRUE,TRUE,1200,,Sec8,,mo,T1-03,1,,,,
526,6/12/2012 15:27,,"Ms. Lara borught from work the Job certification, and I mail it to NYCHA downtown and copy to the Long Island Office, to completed the Section Recertification.",,ED,,,,E1,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,T1-03,,,,,
526,7/3/2012 15:36,,"We mail a request for conference to section 8 , to verify packdge for the recertification .",,ED,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
526,7/19/2012 16:15,,"Ms. Lara needed help to completed another document sent by Sect. 8, the recertification still pendig, due lock of respond from her job.",,ED,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
526,8/2/2012 0:00,,Daughter brought Budget letter to send to HRA for Section 8 re-certification.,,ED,,,8/8/2012 14:42,E1,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
526,10/2/2012 17:41,,"This client need help to inclued her daughter and her children in her section 8 voucher, as a part of her household.",,ED,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
526,10/9/2012 15:39,Person,Ms. Lara brough in the approval document of her Section 8 recertfication.,Angee,ED,,,,E4,9/28/2012 0:00,NEW,,,,,,,,,,,,,TRUE,TRUE,,700,Sec8,292,,,1,,,,
526,11/7/2012 16:07,,"Ms. Lara brought a of section 8 letter of aproval on 09/28/2012, but receive letter from landlor were their says that section 8 has suspend her voucher, due pending inspection, I call section 8 for a conference, they ask the client that requested in person in the Bronx office, I give her copy of her case and she will going tomorrow 11/08/12, expecting the conference in about 45 days.",,ED,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
526,11/8/2012 16:15,,"Ms. Lara was here because she need help to write a letter to Section 8, requesting re-opening of her Section 8 that was suspend because pending repair, she needs her section 8 in order to keep her apartment afforable.  We wrote the letter for her make sign, copy and giving to her to take it in person to the section 8 office at the Bronx Branch.  We expect answer withing 45 days.",,ED,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
526,12/18/2012 15:57,,"12/18/12 Ms. Lara receive letter from Section 8 pending recertification program, requesting another copy of her lease agreement with the landlord, we ( case mgr. from CSC call landlord), he will going to provide copy of the lease right now, client will pick up right away, she need to take this copy in person to section 8 office in the Bronx, in order to get another Apartment inspection and then they will mail to landlord another HAP contract to completed the recertification, expecting time of approval about another 30to 60 days.",,ED,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
527,6/24/2011 0:00,Person,,Brandon,C,,,,,,,Neighbors,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
528,6/24/2011 0:00,Person,,Brandon,C or HS,,,,,,,Person,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
528,7/11/2011 15:43,,We helped the client investigate a rent overcharge claim and her rights to a renewal lease in the case that her LL offered renewal and then recanted it.  She is deciding whether or not proceed with housing court case against her LL.,,CN,,,,,5/15/2011 0:00,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
529,6/27/2011 11:25,Person,"Ivanna is being asked to pay $14,000 back to Medicaid. She needs a lawyer, so I referred her, as well as gave her the list of Urban Justice Center clinics.",Daniel,"R, EE","LA, LSNY",,,,,NEW,Village View,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
